timestamp,frame,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,rot_x5,rot_y5,rot_z5,rot_w5,action
1750257324.8152409,303,1.0686685563996434,-2.2907592356204987,36.5758053958416,1.7577717080712318,-24.292293936014175,73.64760339260101,4.86660236492753,-40.34645855426788,118.92477422952652,10.490945540368557,-59.570059180259705,162.44331002235413,0.8486618753522635,-78.74026894569397,98.38832169771194,-0.005122135393321514,-0.03403579071164131,-0.0013626181753352284,-0.999406635761261,-1
1750257324.923939,303,1.0686685563996434,-2.2907592356204987,36.5758053958416,1.7577717080712318,-24.292293936014175,73.64760339260101,4.86660236492753,-40.34645855426788,118.92477422952652,10.490945540368557,-59.570059180259705,162.44331002235413,0.8486618753522635,-78.74026894569397,98.38832169771194,-0.005122135393321514,-0.03403579071164131,-0.0013626181753352284,-0.999406635761261,5
1750257325.0239391,315,1.193125150166452,-2.2274660877883434,36.484092473983765,1.2479692231863737,-23.87017384171486,73.35156947374344,2.1068821661174297,-40.491074323654175,118.69288235902786,9.01145301759243,-60.84786355495453,161.5746170282364,0.8254145504906774,-78.7283107638359,98.44224154949188,-0.007951177656650543,-0.03421769663691521,-0.003187680384144187,-0.9993777275085449,5
1750257325.12394,327,-0.640423153527081,-1.7644220497459173,35.88377684354782,-11.789076030254364,-22.72018790245056,71.12887501716614,-24.04911071062088,-40.79877957701683,113.83946985006332,-21.524615585803986,-67.08721816539764,154.81612086296082,0.8793644956313074,-78.93100380897522,98.15816581249237,-0.0004913167213089764,-0.03359360992908478,-0.0023934971541166306,-0.9994326233863831,5
1750257325.2239401,339,-0.49654103349894285,-1.6372513491660357,35.92466190457344,-10.742212645709515,-22.454526275396347,71.45243138074875,-21.405411884188652,-41.498757898807526,114.39072340726852,-15.095016919076443,-67.09400564432144,155.49969673156738,0.8656294667162001,-78.93207669258118,98.18343818187714,-0.0017391645815223455,-0.03340161591768265,-0.002299315994605422,-0.9994378685951233,12
1750257325.3239412,351,-0.62493362929672,-2.3344592191278934,36.02547198534012,-11.808453127741814,-27.47831866145134,68.42520833015442,-23.731008172035217,-54.75961044430733,106.04425519704819,-19.77686397731304,-85.32819896936417,143.88364553451538,5.927694030106068,-86.24710142612457,95.17396986484528,-0.35460230708122253,-0.4906206727027893,0.7959044575691223,0.009209023788571358,12
1750257325.4239419,363,-0.6796849775128067,-2.6678103022277355,36.10001131892204,-11.894384399056435,-30.314670875668526,66.66853278875351,-24.139102548360825,-58.14153701066971,103.35604846477509,-19.846472889184952,-89.85261619091034,140.38380980491638,-5.216361954808235,-73.841392993927,100.43970495462418,-0.1703156977891922,-0.6994020342826843,0.6760842204093933,-0.15728828310966492,12
1750257325.523942,375,-0.6858909619040787,-2.666558139026165,36.12383455038071,-11.761831119656563,-30.13124316930771,66.71293079853058,-24.139102548360825,-58.14153701066971,103.35604846477509,-19.781332463026047,-90.15502780675888,140.20483195781708,-5.16950897872448,-73.88894259929657,100.46154260635376,-0.1707221269607544,-0.6998045444488525,0.6755090951919556,-0.157527893781662,12
1750257325.6239429,387,-0.6337837548926473,-2.6329634711146355,36.03135421872139,-11.66495867073536,-30.007705092430115,66.70435518026352,-24.139102548360825,-58.14153701066971,103.35604846477509,-19.210822880268097,-90.33270925283432,139.82613384723663,-4.804907366633415,-73.8280862569809,100.34532099962234,-0.17370982468128204,-0.7002063989639282,0.6737291812896729,-0.160078227519989,7
1750257325.723943,399,-0.24734821636229753,-2.488589845597744,35.912252962589264,-8.602362126111984,-29.404455795884132,67.31988489627838,-24.139102548360825,-58.14153701066971,103.35604846477509,-6.276390515267849,-90.60034155845642,140.21426439285278,2.9219677671790123,-73.74260574579239,98.9512950181961,-0.11614175140857697,-0.7127156853675842,0.6819901466369629,-0.11591767519712448,7
1750257325.8239439,411,0.16371518722735345,-2.3383363150060177,35.8474925160408,-4.849798046052456,-29.145637527108192,67.53240525722504,-6.1397915706038475,-60.951218008995056,102.95853018760681,7.379493676126003,-90.90264141559601,139.1475796699524,15.060685575008392,-74.58683848381042,97.55661338567734,-0.06513893604278564,-0.6406078338623047,0.7157575488090515,0.27031412720680237,3
1750257325.923944,423,0.39013009518384933,-2.3807906545698643,35.72907671332359,-3.658090950921178,-29.24223244190216,67.23902374505997,-1.1850245064124465,-61.16113439202309,101.84021294116974,17.117638140916824,-90.98711609840393,135.25240123271942,21.42895944416523,-78.77258956432343,90.36034345626831,0.00809930358082056,0.2400355190038681,-0.00041666149627417326,0.9707303047180176,3
1750257326.0239449,435,0.8050777832977474,-2.3130939807742834,35.592660307884216,0.0724645797163248,-29.012560844421387,67.03057140111923,8.442038670182228,-60.927361249923706,100.55258870124817,32.35319256782532,-91.07600152492523,129.60843741893768,27.763500809669495,-79.14915680885315,84.46502685546875,0.0013878194149583578,0.35336917638778687,0.00020134855003561825,0.935482919216156,7
1750257326.123945,447,1.0399785824120045,-2.2183447144925594,35.50730273127556,1.812430564314127,-28.564512729644775,66.93728268146515,13.349202461540699,-60.14281511306763,99.71364587545395,39.261650294065475,-90.31470865011215,126.58631801605225,30.814509838819504,-78.77622544765472,82.55451917648315,0.012916229665279388,0.40462785959243774,0.0015297031495720148,0.9143889546394348,7
1750257326.223946,459,1.356542226858437,-2.2930451668798923,35.76637804508209,3.7451377138495445,-28.878366574645042,66.94147735834122,16.76086150109768,-60.06091460585594,99.2092713713646,42.49168187379837,-90.35880118608475,126.02153420448303,32.95156732201576,-78.84635031223297,81.26425743103027,0.012889683246612549,0.44113844633102417,0.0011138123227283359,0.8973458409309387,13
1750257326.323947,471,1.6789563233032823,-2.6554001960903406,36.05596348643303,7.243826054036617,-30.337996780872345,66.17239862680435,24.589907377958298,-61.638668179512024,96.1582362651825,52.030883729457855,-90.45950323343277,122.0976710319519,39.46566581726074,-78.87456566095352,76.3075202703476,0.011227821931242943,0.5091080665588379,0.0008663713233545423,0.8606290221214294,11
1750257326.423947,483,1.5992532717064023,-2.6816618628799915,36.11733764410019,6.932202260941267,-30.651208013296127,66.24607741832733,20.19795961678028,-63.38348984718323,98.00488501787186,40.50852358341217,-91.24574065208435,131.0582458972931,39.74711894989014,-78.90491187572479,75.95193386077881,0.012376921251416206,0.5100087523460388,0.002194319386035204,0.860077440738678,11
1750257326.523948,495,1.5587894013151526,-2.6500183157622814,36.12338379025459,6.750864442437887,-30.706442892551422,66.24392420053482,15.642950311303139,-63.7383759021759,99.12494570016861,20.5808375030756,-91.08229726552963,137.99262046813965,39.7535115480423,-78.9196640253067,75.98496973514557,0.012556977570056915,0.5096257925033569,0.002740072552114725,0.8603001832962036,1
1750257326.623948,507,1.367097836919129,-2.5240906979888678,35.89870035648346,5.297617055475712,-29.982049018144608,66.43201410770416,13.065996579825878,-62.952637672424316,99.50485080480576,11.220705695450306,-90.97110480070114,137.28773593902588,39.71143066883087,-78.99710536003113,75.95746219158173,0.012607632204890251,0.5085613131523132,0.0045698219910264015,0.8609213829040527,5
1750257326.723949,519,0.8325266535393894,-2.05796561203897,35.40707379579544,1.4722051564604044,-28.216879814863205,66.9354498386383,4.197204019874334,-60.386255383491516,102.03981399536133,-0.40299419197253883,-90.59573709964752,138.42788338661194,39.83233496546745,-79.00591194629669,75.73533058166504,0.008225822821259499,0.5077731013298035,0.0005546487518586218,0.8614513874053955,5
1750257326.823949,531,0.3881719312630594,-1.8769846064969897,35.342026501894,-1.789487199857831,-27.08130143582821,67.60936975479126,-2.15716939419508,-58.68909880518913,103.55962812900543,-7.514334749430418,-89.46781605482101,139.56628739833832,39.70707207918167,-79.46551591157913,75.32961666584015,-0.0011321977945044637,0.5023284554481506,0.00541010033339262,0.864659309387207,15
