timestamp,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,rot_x5,rot_y5,rot_z5,rot_w5,action
1738259548.408888,1.4403675450012088,-1.2189215049147606,36.683857440948486,4.432745277881622,-21.864626556634903,74.13702458143234,5.881047807633877,-40.55434092879295,120.51461637020111,5.992291495203972,-63.6899471282959,164.7348254919052,0.1660080160945654,-81.86481893062592,97.11048007011414,-0.007982131093740463,0.013457236811518669,0.007668749894946814,-0.9998482465744019,-1
1738259548.625133,1.4403675450012088,-1.2189215049147606,36.683857440948486,4.432745277881622,-21.864626556634903,74.13702458143234,5.881047807633877,-40.55434092879295,120.51461637020111,5.992291495203972,-63.6899471282959,164.7348254919052,0.1660080160945654,-81.86481893062592,97.11048007011414,-0.007982131093740463,0.013457236811518669,0.007668749894946814,-0.9998482465744019,5
1738259548.7251341,1.551625318825245,-1.5492555685341358,36.79290413856506,4.0384018793702126,-23.50466512143612,73.62833619117737,3.338830079883337,-42.558327317237854,119.95342373847961,5.354859866201878,-65.52188843488693,164.3531322479248,0.15797209925949574,-81.86401426792145,97.08661586046219,-0.007404787000268698,0.014794161543250084,0.008141189813613892,-0.9998300075531006,12
1738259548.825135,0.20674776169471443,-2.576256636530161,37.088166922330856,-6.806353107094765,-29.248423874378204,70.56045532226562,-17.361164093017578,-53.99668216705322,112.3877614736557,-16.40995591878891,-80.79158514738083,153.80319952964783,-0.0538012245669961,-81.99150115251541,96.97423875331879,-0.0058562313206493855,0.02591930702328682,0.007802419364452362,-0.9996164441108704,12
1738259548.925146,-0.1240295241586864,-2.863836009055376,37.19701990485191,-9.66368243098259,-30.867841094732285,69.43559646606445,-25.15522949397564,-55.98071217536926,109.11119729280472,-24.62625689804554,-73.71780276298523,154.8025608062744,-2.727826125919819,-81.9152221083641,97.85416722297668,-0.007573622278869152,0.15651817619800568,0.0028586434200406075,-0.9876419901847839,3
1738259549.025147,0.39462928543798625,-2.596988808363676,37.107061594724655,-6.571989506483078,-29.527127742767334,70.60028612613678,-16.41576737165451,-55.14124035835266,111.56382411718369,-4.7003296203911304,-81.9426104426384,150.5308896303177,0.8599478751420975,-82.14770257472992,96.57260030508041,-0.002280894201248884,0.14491401612758636,0.006051313132047653,-0.9894231557846069,7
1738259549.1251478,0.5428619333542883,-2.5504990480840206,37.07178682088852,-5.277284886687994,-29.163848608732224,70.77533006668091,-12.71422766149044,-54.931703954935074,112.0939552783966,0.8733407594263554,-80.86896687746048,151.11026167869568,1.8004585290327668,-82.01077580451965,96.60691767930984,-0.0061356560327112675,0.09349410980939865,0.006851578131318092,-0.9955773949623108,7
1738259549.225148,0.7512701558880508,-2.3915364872664213,36.977317184209824,-2.707021776586771,-28.267616406083107,70.94349712133408,-6.231177132576704,-54.710615426301956,112.50646412372589,8.673747070133686,-81.56934380531311,150.68577229976654,5.362340714782476,-83.56548100709915,94.23002600669861,0.009650635533034801,0.01775454171001911,0.07077158242464066,-0.997287929058075,7
1738259549.3251488,1.4569400809705257,-2.146177925169468,36.814332008361816,4.007233306765556,-27.09425985813141,70.8923414349556,8.529407903552055,-54.43703383207321,112.1862605214119,25.050023570656776,-82.97134935855865,148.82786571979523,11.500402353703976,-80.71448653936386,93.78097951412201,-0.03704391419887543,-0.11955208331346512,0.010716723278164864,-0.9920787811279297,7
1738259549.425149,1.7764967633411288,-2.0089000463485718,36.65516525506973,8.063736371695995,-26.283204555511475,70.20019739866257,17.511676996946335,-54.620157927274704,110.28312891721725,33.01837667822838,-83.90603959560394,146.87077701091766,13.083906844258308,-81.82117342948914,92.73576736450195,-0.010792285203933716,-0.20945510268211365,0.009743191301822662,-0.9777101874351501,7
1738259549.52515,2.2163144312798977,-1.6784083563834429,36.54743731021881,12.745702639222145,-25.075873360037804,69.42778080701828,26.16131119430065,-52.88233980536461,108.67247730493546,39.26917165517807,-82.5873613357544,146.03039622306824,13.128569349646568,-81.80644363164902,92.73914247751236,-0.0100850909948349,-0.21044327318668365,0.009746943600475788,-0.9775054454803467,13
1738259549.625151,3.0317434575408697,-2.002244582399726,36.581967025995255,18.330391496419907,-26.91933698952198,66.85006618499756,39.03217241168022,-56.35036900639534,101.12885385751724,49.74929988384247,-88.4094089269638,136.61199808120728,13.08002881705761,-81.82598650455475,92.778779566288,-0.012767032720148563,-0.21088610589504242,0.008304470218718052,-0.9773919582366943,12
1738259549.725151,2.9152841307222843,-2.094054827466607,36.66369616985321,18.539028242230415,-27.604881674051285,66.48865342140198,39.01669383049011,-57.0000521838665,100.76703876256943,48.144761472940445,-85.87440103292465,139.5055502653122,13.078941032290459,-81.80560171604156,92.75932610034943,-0.010915514081716537,-0.20963408052921295,0.00852120853960514,-0.9776818752288818,8
1738259549.825152,2.918544225394726,-2.0353649742901325,36.68667748570442,18.580956384539604,-27.410930022597313,66.63954257965088,39.57408666610718,-57.1487694978714,100.47294944524765,50.302062183618546,-90.32000601291656,135.11179387569427,13.05927149951458,-81.83121681213379,92.7622839808464,-0.011441921815276146,-0.21085363626480103,0.008758766576647758,-0.9774114489555359,8
1738259549.925152,2.8850554954260588,-2.0381761714816093,36.65820136666298,18.54749768972397,-27.343668043613434,66.68414920568466,39.54784199595451,-57.05380439758301,100.37311166524887,49.68447983264923,-90.45378863811493,135.07360219955444,13.532199896872044,-81.66787028312683,92.06458926200867,-0.014196287840604782,-0.19329006969928741,0.00867797527462244,-0.981000542640686,1
1738259550.025153,2.8709517791867256,-2.124099526554346,36.61947697401047,18.485408276319504,-27.589067816734314,66.4844810962677,38.07295486330986,-56.79163336753845,100.25665163993835,34.00018811225891,-89.39364552497864,134.5359832048416,12.704611755907536,-81.94717764854431,91.59283339977264,-0.0019331355579197407,-0.19884249567985535,0.00704334769397974,-0.9800042510032654,1
1738259550.125153,2.752601634711027,-2.0642688032239676,36.56225651502609,17.78852753341198,-27.384959161281586,66.74903631210327,35.7479490339756,-56.38613551855087,101.22330486774445,26.92345157265663,-86.08482778072357,136.16161048412323,11.607757769525051,-81.74601942300797,91.61065518856049,-0.00623722467571497,-0.18855471909046173,0.01259212289005518,-0.9819621443748474,8
